query_id,query,expected_topic,acceptable_topics,top_1_topics,top_3_topics,top_5_topics,top_10_topics,top_20_topics,oracle_hit_1,oracle_hit_3,oracle_hit_5,oracle_hit_10,oracle_hit_20,failure_bucket,notes
b4a_vi_018,"đường huyết của tôi hơi cao, giờ làm thêm HbA1c có ý nghĩa gì không",glucose_fasting_blood_glucose_diabetes_screening,glucose_fasting_blood_glucose_diabetes_screening;hba1c_diabetes_monitoring_screening;glucose_hba1c_diabetes_screening,test_result_explainer,test_result_explainer;test_meaning;results,test_result_explainer;test_meaning;results;hba1c_diabetes_monitoring_screening,test_result_explainer;test_meaning;results;hba1c_diabetes_monitoring_screening;glucose_hba1c_diabetes_screening;urgent_advice;red_flag_signs;red_flag_general,test_result_explainer;test_meaning;results;hba1c_diabetes_monitoring_screening;glucose_hba1c_diabetes_screening;urgent_advice;red_flag_signs;red_flag_general;emergency_warning;result_interpretation,False,False,True,True,True,candidate_present_but_rerank_failed,Expected topic appears in semantic top20 but not top3; reranking/candidate ordering is the likely bottleneck.
b4a_vi_019,"mẹ tôi bị mỡ máu, muốn theo dõi lại thì nên xét nghiệm gì",lipid_panel_cholesterol,lipid_panel_cholesterol;lipid_panel_triglycerides,test_meaning,test_meaning;results;test_use,test_meaning;results;test_use;test_result_explainer;result_interpretation,test_meaning;results;test_use;test_result_explainer;result_interpretation;general_info;preparation,test_meaning;results;test_use;test_result_explainer;result_interpretation;general_info;preparation;red_flag_general;urgent_advice,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_020,"xét nghiệm cholesterol gồm những chỉ số nào, có phải chỉ xem cholesterol toàn phần không",lipid_panel_cholesterol,lipid_panel_cholesterol;lipid_panel_triglycerides,test_meaning,test_meaning;test_result_explainer,test_meaning;test_result_explainer;lipid_panel_cholesterol,test_meaning;test_result_explainer;lipid_panel_cholesterol;test_use;result_interpretation,test_meaning;test_result_explainer;lipid_panel_cholesterol;test_use;result_interpretation;general_info;general_lab_tests_blood_tests;results;red_flag_general;cmp_liver_kidney_glucose_context,False,False,True,True,True,candidate_present_but_rerank_failed,Expected topic appears in semantic top20 but not top3; reranking/candidate ordering is the likely bottleneck.
b4a_vi_021,người hơi thừa cân muốn kiểm tra mỡ máu với đường huyết thì nên làm nhóm nào,lipid_panel_cholesterol,lipid_panel_cholesterol;lipid_panel_triglycerides;glucose_fasting_blood_glucose_diabetes_screening;hba1c_diabetes_monitoring_screening,test_meaning,test_meaning;test_result_explainer;preparation,test_meaning;test_result_explainer;preparation;result_interpretation,test_meaning;test_result_explainer;preparation;result_interpretation;test_use;results;general_info;emergency_warning,test_meaning;test_result_explainer;preparation;result_interpretation;test_use;results;general_info;emergency_warning;urgent_advice;red_flag_general;red_flag_signs,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_022,"tôi đi khám thấy triglyceride cao, có phải cần xét nghiệm lại mỡ máu không",lipid_panel_cholesterol,lipid_panel_cholesterol;lipid_panel_triglycerides,test_meaning,test_meaning;test_result_explainer;results,test_meaning;test_result_explainer;results;general_info;result_interpretation,test_meaning;test_result_explainer;results;general_info;result_interpretation;preparation;urgent_advice;test_use,test_meaning;test_result_explainer;results;general_info;result_interpretation;preparation;urgent_advice;test_use;red_flag_general;lipid_panel_triglycerides,False,False,False,False,True,candidate_present_but_rerank_failed,Expected topic appears in semantic top20 but not top3; reranking/candidate ordering is the likely bottleneck.
b4a_vi_023,"mình nghe nói xét nghiệm mỡ máu phải nhịn ăn, vậy lipid có cần nhịn không",lipid_panel_cholesterol,lipid_panel_cholesterol;lipid_panel_triglycerides;lab_preparation_fasting,preparation,preparation;test_use;test_meaning,preparation;test_use;test_meaning;test_result_explainer;general_info,preparation;test_use;test_meaning;test_result_explainer;general_info;results;result_interpretation;red_flag_general;urgent_advice,preparation;test_use;test_meaning;test_result_explainer;general_info;results;result_interpretation;red_flag_general;urgent_advice;lipid_panel_cholesterol;emergency_warning;red_flag_signs,True,True,True,True,True,candidate_present_top3,Expected topic already appears in semantic top3.
b4a_vi_024,"bố tôi có tiền sử tim mạch, tôi muốn kiểm tra mỡ máu định kỳ cho ông thì hỏi gói nào",lipid_panel_cholesterol,lipid_panel_cholesterol;lipid_panel_triglycerides,test_use,test_use;test_result_explainer;result_interpretation,test_use;test_result_explainer;result_interpretation;test_meaning;results,test_use;test_result_explainer;result_interpretation;test_meaning;results;general_info;red_flag_general;urgent_advice,test_use;test_result_explainer;result_interpretation;test_meaning;results;general_info;red_flag_general;urgent_advice;preparation,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_025,tôi muốn kiểm tra gan vì trước đây men gan hơi cao,liver_function_alt_ast_bilirubin,liver_function_alt_ast_bilirubin;cmp_liver_kidney_glucose_context;medical_result_explanation_boundary,urgent_advice,urgent_advice;result_interpretation;test_result_explainer,urgent_advice;result_interpretation;test_result_explainer;results;preparation,urgent_advice;result_interpretation;test_result_explainer;results;preparation;red_flag_general;test_use;emergency_warning,urgent_advice;result_interpretation;test_result_explainer;results;preparation;red_flag_general;test_use;emergency_warning;safety_boundary;red_flag_signs;general_info;test_meaning,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_026,"ALT AST là gì, có phải cứ cao là bị bệnh gan không",liver_function_alt_ast_bilirubin,liver_function_alt_ast_bilirubin;cmp_liver_kidney_glucose_context;medical_result_explanation_boundary,urgent_advice,urgent_advice;emergency_warning;red_flag_signs,urgent_advice;emergency_warning;red_flag_signs;test_result_explainer,urgent_advice;emergency_warning;red_flag_signs;test_result_explainer;red_flag_general;safety_boundary;test_use,urgent_advice;emergency_warning;red_flag_signs;test_result_explainer;red_flag_general;safety_boundary;test_use;result_interpretation;test_meaning;results,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_027,uống rượu bia nhiều muốn kiểm tra gan thì nên xét nghiệm gì,liver_function_alt_ast_bilirubin,liver_function_alt_ast_bilirubin;cmp_liver_kidney_glucose_context,test_result_explainer,test_result_explainer;preparation;test_use,test_result_explainer;preparation;test_use;test_meaning;general_info,test_result_explainer;preparation;test_use;test_meaning;general_info;results;urgent_advice;result_interpretation,test_result_explainer;preparation;test_use;test_meaning;general_info;results;urgent_advice;result_interpretation;red_flag_general,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_028,men gan cao nhẹ thì có cần làm lại xét nghiệm không hay theo dõi thôi,liver_function_alt_ast_bilirubin,liver_function_alt_ast_bilirubin;cmp_liver_kidney_glucose_context;medical_result_explanation_boundary,test_result_explainer,test_result_explainer;result_interpretation;results,test_result_explainer;result_interpretation;results;test_use,test_result_explainer;result_interpretation;results;test_use;preparation;general_info;urgent_advice;red_flag_general,test_result_explainer;result_interpretation;results;test_use;preparation;general_info;urgent_advice;red_flag_general;red_flag_signs;emergency_warning;test_meaning,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_029,"mình muốn kiểm tra gan thận chung một lần, không biết có xét nghiệm máu nào phù hợp không",liver_function_alt_ast_bilirubin,liver_function_alt_ast_bilirubin;cmp_liver_kidney_glucose_context;kidney_function_creatinine_egfr;kidney_function_egfr,test_result_explainer,test_result_explainer;test_use;results,test_result_explainer;test_use;results;test_meaning;general_info,test_result_explainer;test_use;results;test_meaning;general_info;result_interpretation;preparation,test_result_explainer;test_use;results;test_meaning;general_info;result_interpretation;preparation;urgent_advice;general_lab_tests_blood_tests;red_flag_general;general_lab_tests_routine_blood_testing,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_030,vàng da nhẹ với mệt thì tôi nên xét nghiệm gan hay đi khám trước,liver_function_alt_ast_bilirubin,liver_function_alt_ast_bilirubin;cmp_liver_kidney_glucose_context,red_flag_general,red_flag_general;urgent_advice;result_interpretation,red_flag_general;urgent_advice;result_interpretation;preparation,red_flag_general;urgent_advice;result_interpretation;preparation;red_flag_signs;test_use,red_flag_general;urgent_advice;result_interpretation;preparation;red_flag_signs;test_use;results;test_result_explainer;emergency_warning,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_031,tôi muốn kiểm tra chức năng thận thì cần xét nghiệm nào,kidney_function_creatinine_egfr,kidney_function_creatinine_egfr;kidney_function_egfr;urine_albumin_kidney_monitoring;urine_albumin_ckd_screening_context,test_use,test_use;test_meaning,test_use;test_meaning;result_interpretation;test_result_explainer,test_use;test_meaning;result_interpretation;test_result_explainer;general_info;preparation;urgent_advice,test_use;test_meaning;result_interpretation;test_result_explainer;general_info;preparation;urgent_advice;red_flag_general;results,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_032,"creatinine với eGFR khác nhau như thế nào, tôi đọc kết quả không hiểu",kidney_function_creatinine_egfr,kidney_function_creatinine_egfr;kidney_function_egfr;urine_albumin_kidney_monitoring;urine_albumin_ckd_screening_context,kidney_function_egfr,kidney_function_egfr;kidney_function_creatinine_egfr,kidney_function_egfr;kidney_function_creatinine_egfr,kidney_function_egfr;kidney_function_creatinine_egfr;test_result_explainer;test_use;result_interpretation;red_flag_general,kidney_function_egfr;kidney_function_creatinine_egfr;test_result_explainer;test_use;result_interpretation;red_flag_general;urine_albumin_kidney_monitoring;test_meaning;urgent_advice;results,True,True,True,True,True,candidate_present_top3,Expected topic already appears in semantic top3.
b4a_vi_033,đi tiểu nhiều với hơi mệt thì có nên kiểm tra thận không,kidney_function_creatinine_egfr,kidney_function_creatinine_egfr;kidney_function_egfr;urine_albumin_kidney_monitoring;urine_albumin_ckd_screening_context,test_use,test_use;red_flag_general;urgent_advice,test_use;red_flag_general;urgent_advice,test_use;red_flag_general;urgent_advice;result_interpretation;test_meaning,test_use;red_flag_general;urgent_advice;result_interpretation;test_meaning;red_flag_signs;test_result_explainer;safety_boundary;emergency_warning;results,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_034,"xét nghiệm nước tiểu kiểm tra được những gì, có liên quan tới thận không",kidney_function_creatinine_egfr,kidney_function_creatinine_egfr;kidney_function_egfr;urine_albumin_kidney_monitoring;urine_albumin_ckd_screening_context;glucose_hba1c_diabetes_screening,test_meaning,test_meaning;test_use,test_meaning;test_use;test_result_explainer,test_meaning;test_use;test_result_explainer;result_interpretation;general_info;results,test_meaning;test_use;test_result_explainer;result_interpretation;general_info;results;red_flag_general;preparation;urgent_advice;kidney_function_creatinine_egfr,False,False,False,False,True,candidate_present_but_rerank_failed,Expected topic appears in semantic top20 but not top3; reranking/candidate ordering is the likely bottleneck.
b4a_vi_035,"mẹ tôi bị tiểu đường lâu năm, muốn kiểm tra thận định kỳ thì cần thêm nước tiểu không",kidney_function_creatinine_egfr,kidney_function_creatinine_egfr;kidney_function_egfr;urine_albumin_kidney_monitoring;urine_albumin_ckd_screening_context;glucose_hba1c_diabetes_screening,test_meaning,test_meaning;result_interpretation;test_result_explainer,test_meaning;result_interpretation;test_result_explainer;test_use,test_meaning;result_interpretation;test_result_explainer;test_use;general_info;urgent_advice;results;red_flag_general,test_meaning;result_interpretation;test_result_explainer;test_use;general_info;urgent_advice;results;red_flag_general;preparation;hba1c_diabetes_monitoring_screening;emergency_warning,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_036,nước tiểu có protein thì chắc là suy thận không bạn,kidney_function_creatinine_egfr,kidney_function_creatinine_egfr;kidney_function_egfr;urine_albumin_kidney_monitoring;urine_albumin_ckd_screening_context,test_use,test_use;test_meaning,test_use;test_meaning;red_flag_general,test_use;test_meaning;red_flag_general;emergency_warning;urgent_advice;kidney_function_egfr;result_interpretation,test_use;test_meaning;red_flag_general;emergency_warning;urgent_advice;kidney_function_egfr;result_interpretation;test_result_explainer;results,False,False,False,True,True,candidate_present_but_rerank_failed,Expected topic appears in semantic top20 but not top3; reranking/candidate ordering is the likely bottleneck.
b4a_vi_037,"em hay mệt, lạnh người, tăng cân, có cần kiểm tra tuyến giáp không",tsh_thyroid_screening,tsh_thyroid_screening;t4_thyroid_testing;thyroid_tests_tsh_t4_t3,test_meaning,test_meaning;result_interpretation;test_result_explainer,test_meaning;result_interpretation;test_result_explainer;urgent_advice;red_flag_general,test_meaning;result_interpretation;test_result_explainer;urgent_advice;red_flag_general;test_use;red_flag_signs;emergency_warning,test_meaning;result_interpretation;test_result_explainer;urgent_advice;red_flag_general;test_use;red_flag_signs;emergency_warning,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_038,"TSH là xét nghiệm gì, có phải xét nghiệm máu không",tsh_thyroid_screening,tsh_thyroid_screening;t4_thyroid_testing;thyroid_tests_tsh_t4_t3,test_result_explainer,test_result_explainer;general_info;test_meaning,test_result_explainer;general_info;test_meaning;results,test_result_explainer;general_info;test_meaning;results;result_interpretation;preparation,test_result_explainer;general_info;test_meaning;results;result_interpretation;preparation;test_use;tsh_thyroid_screening;general_lab_tests_blood_tests;red_flag_general;urgent_advice,False,False,False,False,True,candidate_present_but_rerank_failed,Expected topic appears in semantic top20 but not top3; reranking/candidate ordering is the likely bottleneck.
b4a_vi_039,phụ nữ sau sinh hay mệt thì có nên kiểm tra tuyến giáp không,tsh_thyroid_screening,tsh_thyroid_screening;t4_thyroid_testing;thyroid_tests_tsh_t4_t3,test_result_explainer,test_result_explainer;test_meaning;urgent_advice,test_result_explainer;test_meaning;urgent_advice;result_interpretation;red_flag_general,test_result_explainer;test_meaning;urgent_advice;result_interpretation;red_flag_general;results;test_use,test_result_explainer;test_meaning;urgent_advice;result_interpretation;red_flag_general;results;test_use;red_flag_signs;emergency_warning;general_info;preparation,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_040,"tôi rụng tóc, mệt và tim đập nhanh, xét nghiệm tuyến giáp có phù hợp không",tsh_thyroid_screening,tsh_thyroid_screening;t4_thyroid_testing;thyroid_tests_tsh_t4_t3,test_result_explainer,test_result_explainer;result_interpretation;test_meaning,test_result_explainer;result_interpretation;test_meaning;urgent_advice,test_result_explainer;result_interpretation;test_meaning;urgent_advice;red_flag_general;emergency_warning;results,test_result_explainer;result_interpretation;test_meaning;urgent_advice;red_flag_general;emergency_warning;results;red_flag_signs;general_info;test_use;preparation,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
